EAD,Previous EAD,change_EAD,percentage_change_EAD
3157.604780934659,3284.150569935424,-126.54578900076467,-3.8532273812053917
12920.96730920447,13438.794623334763,-517.8273141302925,-3.8532273812053877
25335.230018047972,26350.577692813255,-1015.3476747652821,-3.8532273812053983
7600.5690054143915,7905.173307843976,-304.6043024295841,-3.853227381205392
2533.523001804798,2635.057769281326,-101.53476747652803,-3.8532273812053917
4560.341403248634,4743.103984706385,-182.76258145775046,-3.853227381205392
12899.778932023837,13416.757089880946,-516.9781578571092,-3.8532273812053983
11495.983161275426,11956.702079699564,-460.7189184241379,-3.8532273812053894
14234.751951811024,14805.231173228625,-570.4792214176014,-3.8532273812053894
1708.170234217323,1776.6277407874352,-68.45750657011217,-3.8532273812053903
9205.13959550446,9574.049492021177,-368.9098965167159,-3.853227381205394
13992.097078821185,14552.851539070833,-560.7544602496473,-3.8532273812053894
19545.210606978344,20328.51449363957,-783.303886661226,-3.8532273812053894
465.2806406789429,483.92746631621276,-18.646825637269842,-3.8532273812053983
18611.225627157717,19357.09865264851,-745.8730254907932,-3.8532273812053965
9119.500557307281,9484.97833979777,-365.4777824904886,-3.8532273812053957
2000.7067549194549,2080.888105159715,-80.18135024026014,-3.8532273812053894
4317.72666191361,4490.766090540192,-173.03942862658187,-3.853227381205398
5068.635646594238,5271.768888895008,-203.13324230076978,-3.853227381205394
14079.543462761772,14643.802469152799,-564.2590063910266,-3.8532273812053894
9386.362308507849,9762.5349794352,-376.17267092735165,-3.853227381205395
3754.5449234031394,3905.01399177408,-150.46906837094048,-3.8532273812053908
4693.181154253924,4881.2674897176,-188.08633546367582,-3.853227381205395
9386.362308507849,9762.5349794352,-376.17267092735165,-3.853227381205395
7509.089846806279,7810.02798354816,-300.93813674188095,-3.8532273812053908
3362.2719661690962,3497.020102276262,-134.74813610716592,-3.853227381205397
11207.573220563656,11656.733674254208,-449.16045369055246,-3.8532273812053917
6730.274083315622,7000.0,-269.7259166843778,-3.853227381205397
7691.741809503568,8000.0,-308.2581904964318,-3.853227381205397
14422.01589281919,15000.0,-577.9841071808096,-3.853227381205397
1922.935452375892,2000.0,-77.06454762410795,-3.853227381205397
2932.4765648732355,3050.0,-117.52343512676453,-3.8532273812053943
7500.0,7500.0,0.0,0.0
3284.150569935424,3380.861906990983,-96.71133705555894,-2.860552714548269
13438.794623334763,13834.538901424703,-395.74427808994005,-2.8605527145482648
26350.577692813255,27126.54686553863,-775.9691727253739,-2.86055271454827
7905.173307843976,8137.964059661588,-232.79075181761254,-2.860552714548275
2635.057769281326,2712.654686553863,-77.59691727253721,-2.860552714548263
4743.103984706385,4882.778435796952,-139.67445109056735,-2.8605527145482714
13416.757089880946,13811.852408892933,-395.09531901198716,-2.860552714548268
11956.702079699564,12308.801845005228,-352.0997653056638,-2.860552714548264
14805.231173228625,15241.214137982808,-435.98296475418283,-2.860552714548276
1776.6277407874352,1828.945696557937,-52.31795577050184,-2.8605527145482705
9574.049492021177,9855.985142562215,-281.93565054103783,-2.8605527145482723
14552.851539070833,14981.40245363571,-428.55091456487753,-2.860552714548271
20328.51449363957,20927.146552422382,-598.6320587828122,-2.8605527145482657
483.92746631621276,498.17811387597743,-14.250647559764673,-2.860552714548276
19357.09865264851,19927.124555039096,-570.0259023905855,-2.860552714548269
9484.97833979777,9764.291031969156,-279.3126921713865,-2.860552714548265
2080.888105159715,2142.165889666703,-61.277784506988155,-2.8605527145482785
4490.766090540192,4623.009720596547,-132.24363005635496,-2.860552714548271
5271.768888895008,5427.011411135077,-155.24252224006887,-2.860552714548271
14643.802469152799,15075.031697597435,-431.22922844463574,-2.860552714548271
9762.5349794352,10050.021131731624,-287.4861522964238,-2.860552714548271
3905.01399177408,4020.0084526926494,-114.99446091856953,-2.860552714548271
4881.2674897176,5025.010565865812,-143.7430761482119,-2.860552714548271
9762.5349794352,10050.021131731624,-287.4861522964238,-2.860552714548271
7810.02798354816,8040.016905385299,-229.98892183713906,-2.860552714548271
3497.020102276262,3600.0,-102.97989772373785,-2.8605527145482736
11656.733674254208,12000.0,-343.2663257457916,-2.8605527145482634
7000.0,7000.0,0.0,0.0
8000.0,8000.0,0.0,0.0
15000.0,15000.0,0.0,0.0
2000.0,2000.0,0.0,0.0
3050.0,3050.0,0.0,0.0
3380.861906990983,3364.034625077906,16.827281913076604,0.5002113173162392
13834.538901424703,13765.681405130543,68.85749629416023,0.5002113173162404
27126.54686553863,26991.53216692263,135.0146986159998,0.500211317316238
8137.964059661588,8097.459650076788,40.50440958479976,0.5002113173162358
2712.654686553863,2699.153216692263,13.501469861600071,0.5002113173162414
4882.778435796952,4858.475790046073,24.302645750879492,0.5002113173162283
13811.852408892933,13743.107828185377,68.74458070755645,0.5002113173162333
12308.801845005228,12247.538272473677,61.26357253155038,0.500211317316233
15241.214137982808,15165.355314389015,75.8588235937932,0.5002113173162367
1828.945696557937,1819.842637726682,9.103058831255112,0.5002113173162327
9855.985142562215,9806.929769971563,49.05537259065204,0.5002113173162276
14981.40245363571,14906.836769062998,74.56568457271169,0.5002113173162402
20927.146552422382,20822.987611784876,104.15894063750602,0.5002113173162372
498.17811387597743,495.6985735114978,2.4795403644796465,0.5002113173162346
19927.124555039096,19827.94294045991,99.1816145791854,0.5002113173162323
9764.291031969156,9715.692040825355,48.59899114380096,0.5002113173162335
2142.165889666703,2131.5038660994405,10.662023567262622,0.5002113173162412
4623.009720596547,4600.0,23.009720596546686,0.5002113173162323
5427.011411135077,5400.0,27.01141113507674,0.5002113173162359
15075.031697597435,15000.0,75.03169759743469,0.5002113173162313
10050.021131731624,10000.0,50.02113173162434,0.5002113173162434
4020.0084526926494,4000.0,20.00845269264937,0.5002113173162342
5025.010565865812,5000.0,25.01056586581217,0.5002113173162434
10050.021131731624,10000.0,50.02113173162434,0.5002113173162434
8040.016905385299,8000.0,40.01690538529874,0.5002113173162342
3600.0,3600.0,0.0,0.0
12000.0,12000.0,0.0,0.0
3364.034625077906,3393.226049902963,-29.191424825056856,-0.860285297700448
13765.681405130543,13885.133164309224,-119.45175917868073,-0.8602852977004444
26991.53216692263,27225.751302567103,-234.2191356444746,-0.8602852977004539
8097.459650076788,8167.725390770131,-70.2657406933422,-0.8602852977004517
2699.153216692263,2722.57513025671,-23.421913564447095,-0.8602852977004406
4858.475790046073,4900.635234462078,-42.1594444160055,-0.8602852977004553
13743.107828185377,13862.363705053716,-119.25587686833933,-0.8602852977004416
12247.538272473677,12353.816338135573,-106.27806566189611,-0.8602852977004474
15165.355314389015,15296.952749892525,-131.5974355035105,-0.8602852977004527
1819.842637726682,1835.634329987103,-15.791692260421087,-0.8602852977004434
9806.929769971563,9892.029444930498,-85.0996749589358,-0.8602852977004428
14906.836769062998,15036.190908785451,-129.3541397224526,-0.8602852977004478
20822.987611784876,21003.679175709676,-180.6915639248,-0.8602852977004434
495.6985735114978,500.0,-4.301426488502216,-0.8602852977004432
19827.94294045991,20000.0,-172.05705954008954,-0.8602852977004477
9715.692040825355,9800.0,-84.30795917464457,-0.8602852977004548
2131.5038660994405,2150.0,-18.49613390055947,-0.8602852977004406
4600.0,4600.0,0.0,0.0
5400.0,5400.0,0.0,0.0
15000.0,15000.0,0.0,0.0
10000.0,10000.0,0.0,0.0
4000.0,4000.0,0.0,0.0
5000.0,5000.0,0.0,0.0
10000.0,10000.0,0.0,0.0
8000.0,8000.0,0.0,0.0
3393.226049902963,3610.729414636889,-217.503364733926,-6.023806820090924
13885.133164309224,14775.16027673878,-890.0271124295559,-6.023806820090926
27225.751302567103,28970.90250340937,-1745.151200842265,-6.023806820090922
8167.725390770131,8691.27075102281,-523.5453602526795,-6.023806820090922
2722.57513025671,2897.0902503409366,-174.5151200842265,-6.023806820090923
4900.635234462078,5214.762450613686,-314.1272161516081,-6.023806820090929
13862.363705053716,14750.931311417831,-888.5676063641149,-6.023806820090924
12353.816338135573,13145.687136406228,-791.8707982706546,-6.023806820090932
15296.952749892525,16277.47648876122,-980.5237388686946,-6.023806820090922
1835.634329987103,1953.2971786513465,-117.66284866424348,-6.023806820090928
9892.029444930498,10526.101462732255,-634.0720178017564,-6.023806820090927
15036.190908785451,16000.0,-963.809091214549,-6.023806820090931
21003.679175709676,22350.0,-1346.3208242903238,-6.023806820090934
500.0,500.0,0.0,0.0
20000.0,20000.0,0.0,0.0
9800.0,9800.0,0.0,0.0
2150.0,2150.0,0.0,0.0
3610.729414636889,3327.3549039956374,283.3745106412516,8.516509925074804
14775.16027673878,13615.587422540852,1159.5728541979279,8.516509925074802
28970.90250340937,26697.230240276178,2273.6722631331904,8.516509925074796
8691.27075102281,8009.169072082853,682.1016789399573,8.516509925074798
2897.0902503409366,2669.7230240276176,227.36722631331895,8.516509925074793
5214.762450613686,4805.501443249712,409.2610073639744,8.516509925074798
14750.931311417831,13593.259976387564,1157.671335030267,8.516509925074798
13145.687136406228,12113.997349788217,1031.6897866180116,8.516509925074798
16277.47648876122,15000.0,1277.47648876122,8.5165099250748
1953.2971786513465,1800.0,153.29717865134648,8.516509925074804
10526.101462732255,9700.0,826.1014627322547,8.516509925074791
16000.0,16000.0,0.0,0.0
22350.0,22350.0,0.0,0.0
3327.3549039956374,3296.043221327409,31.311682668228514,0.9499779149018083
13615.587422540852,13487.459535670661,128.1278868701902,0.9499779149018152
26697.230240276178,26445.999089550314,251.2311507258637,0.9499779149018175
8009.169072082853,7933.799726865094,75.36934521775856,0.9499779149018105
2669.7230240276176,2644.5999089550314,25.123115072586188,0.9499779149018105
4805.501443249712,4760.279836119057,45.221607130654775,0.9499779149018028
13593.259976387564,13465.342199327994,127.91777705957065,0.9499779149018178
12113.997349788217,12000.0,113.99734978821652,0.9499779149018044
15000.0,15000.0,0.0,0.0
1800.0,1800.0,0.0,0.0
9700.0,9700.0,0.0,0.0
3296.043221327409,3218.853833704911,77.18938762249809,2.3980395386159197
13487.459535670661,13171.599374794989,315.8601608756726,2.398039538615931
26445.999089550314,25826.665440774486,619.3336487758279,2.398039538615928
7933.799726865094,7747.999632232346,185.80009463274837,2.398039538615928
2644.5999089550314,2582.6665440774486,61.93336487758279,2.398039538615928
4760.279836119057,4648.799779339408,111.4800567796492,2.398039538615932
13465.342199327994,13150.0,315.3421993279935,2.3980395386159206
12000.0,12000.0,0.0,0.0
3218.853833704911,3115.8240705583557,103.02976314655507,3.306661763097945
13171.599374794989,12750.0,421.59937479498876,3.306661763097951
25826.665440774486,25000.0,826.6654407744863,3.306661763097946
7747.999632232346,7500.0,247.9996322323459,3.306661763097946
2582.6665440774486,2500.0,82.66654407744863,3.306661763097946
4648.799779339408,4500.0,148.7997793394079,3.3066617630979533
13150.0,13150.0,0.0,0.0
3115.8240705583557,3000.0,115.82407055835574,3.8608023519451917
12750.0,12750.0,0.0,0.0
25000.0,25000.0,0.0,0.0
7500.0,7500.0,0.0,0.0
2500.0,2500.0,0.0,0.0
4500.0,4500.0,0.0,0.0
3000.0,3000.0,0.0,0.0
